id,title,overview,release_date,popularity,vote_average,vote_count
13498,Man of the House,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,2005-02-25,18.49,5.7,458.0
9424,Disturbing Behavior,"Steve Clark is a newcomer in the town of Cradle Bay, and he quickly realizes that there's something odd about his high school classmates. The clique known as the ""Blue Ribbons"" are the eerie embodiment of academic excellence and clean living. But, like the rest of the town, they're a little too perfect. When Steve's rebellious friend Gavin mysteriously joins their ranks, Steve searches for the truth with fellow misfit Rachel.",1998-07-24,15.828,5.7,367.0
1996,Lara Croft: Tomb Raider - The Cradle of Life,"Off the coast of the volcanic island of Santorini, the intrepid archaeologist Lara Croft makes the unexpected discovery of a pulsating golden orb able to guide its holder to the mythical Pandora's Box. As the legendary artifact contains ancient mysteries of unfathomable power - said to contain one of the deadliest plagues on Earth, Lara is tasked by MI6 to make sure it doesn't fall into the wrong hands. With the aid of former Marine turned mercenary Terry Sheridan, she travels the world in pursuit of the precious item in a race against time; she must beat the unscrupulous Nobel Prize-winning scientist turned bioterrorist, Jonathan Reiss, to it.",2003-07-21,25.858,5.7,4168.0
182,The Good German,An American journalist arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover.,2006-12-15,10.6,5.7,308.0
614911,The Midnight Sky,A lone scientist in the Arctic races to contact a crew of astronauts returning home to a mysterious global catastrophe.,2020-12-10,21.928,5.7,1811.0
57165,Wrath of the Titans,"Perseus tries to live a quieter life as a village fisherman while – dangerously weakened by humanity's lack of devotion – the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",2012-03-28,42.557,5.7,4156.0
8676,Fool's Gold,"Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch, hired by rapper-turned-gangster Bigg Bunny, will stop at nothing to beat him to it.",2008-02-07,18.835,5.7,1452.0
339396,True Memoirs of an International Assassin,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",2016-11-11,17.311,5.7,776.0
291328,Rules Don't Apply,"It's Hollywood, 1958. Small town beauty queen and devout Baptist virgin Marla Mabrey, under contract to the infamous Howard Hughes, arrives in Los Angeles. At the airport, she meets her driver Frank Forbes, who is engaged to be married to his seventh grade sweetheart and is a deeply religious Methodist. Their instant attraction not only puts their religious convictions to the test, but also defies Hughes' number one rule: No employee is allowed to have any relationship whatsoever with a contract actress. Hughes' behavior intersects with Marla and Frank in very separate and unexpected ways, and as they are drawn deeper into his bizarre world, their values are challenged and their lives are changed.",2016-11-23,16.078,5.7,468.0
159128,We Are What We Are,"The Parkers, reclusive people who cling to ancient customs, find their secret lives threatened when a torrential downpour and the death of the family matriarch forces daughters Iris and Rose to assume special responsibilities.",2013-09-27,10.699,5.7,544.0
469916,Downrange,"Stranded at the side of the road after a tire blowout, a group of friends become targets for an enigmatic sniper.",2018-05-25,16.049,5.7,304.0
13742,Satan,A group of young people leave a disco and bump into a shepherd who is ready to spend his night worshipping Satan.,2006-02-01,11.524,5.743,348.0
492611,The Turning,"A young woman quits her teaching job to be a private tutor for two wealthy young kids, but soon starts to suspect there’s more to their house than what meets the eye.",2020-01-23,17.813,5.742,968.0
353491,The Dark Tower,A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,2017-08-03,39.838,5.7,5052.0
26505,Arthur and the Revenge of Maltazard,"Arthur answers a distress call from Princess Selenia, who is menaced by the nefarious Maltazard.",2009-11-26,24.485,5.742,1676.0
9683,Bubble Boy,"Jimmy is a young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy – bubble suit and all – treks cross-country to stop her.",2001-08-24,15.723,5.7,559.0
2124,Color of Night,A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.,1994-08-19,35.602,5.7,559.0
437425,You Choose!,"Even at the age of 40, Juliette is used to other people making decisions for her. When she meets two guys she likes, she has to finally make her own decision.",2017-03-15,7.497,5.7,306.0
257344,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,2015-07-16,72.89,5.74,7480.0
213681,Masterminds,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,2016-09-29,14.571,5.739,1717.0
72331,Abraham Lincoln: Vampire Hunter,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",2012-06-20,36.054,5.7,3303.0
10320,The Ring Two,"After the ordeal with Samara, Rachel and Aiden move to a rural town. But soon Rachel learns about the death of a girl in a similar fashion. To save Aiden, she must dig into Samara's past even further.",2005-03-10,20.695,5.7,2251.0
2334,Taxi 3,"A gang of thieves calling themselves the Santa Claus Gang are wreaking havoc, and the police can't keep up. Police Captain Gilbert is distracted by a Chinese reporter writing a story on his squad, and taxi driver Daniel is in the midst of a relationship crisis. After a string of mistakes in which the thieves outsmart the police time and time again, Daniel and his super-taxi pitch in.",2003-01-29,18.46,5.7,1486.0
2122,The Whole Ten Yards,"Jimmy ""The Tulip"" Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",2004-04-07,19.99,5.7,938.0
631060,Things Heard & Seen,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",2021-04-29,14.546,5.7,945.0
39106,Dragon Ball Z: Bio-Broly,"Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.",1994-07-09,33.956,5.7,512.0
10040,Miss Congeniality 2: Armed and Fabulous,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",2005-03-11,23.241,5.7,1814.0
56903,Three Steps Over Heaven,A bad boy and a socialite girl hook-up.,2004-03-12,15.538,5.735,685.0
15159,The Pink Panther 2,"When legendary treasures from around the world are stolen, including the priceless Pink Panther Diamond, Chief Inspector Dreyfus is forced to assign Inspector Clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts.",2009-02-06,18.967,5.7,1109.0
10861,Maximum Risk,"Alain Moreau's investigation into the death of his identical twin brother leads him from the beauty of the south of France to the mean streets of New York City and into the arms of his brother's beautiful girlfriend. Pursued by ruthless Russian mobsters and renegade FBI agents, the duo race against time to solve his brother's murder and expose an international conspiracy.",1996-09-13,20.184,5.7,490.0
558449,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",2024-11-13,1938.879,6.9,170.0
845781,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous bounty hunter in a globe-trotting, action-packed mission to save Christmas.",2024-10-31,1277.71,6.7,94.0
1116490,Cash Out,"Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",2024-04-26,963.036,6.2,97.0
1196470,Survive,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,2024-06-19,657.2,5.0,44.0
1142518,Freedom,"Inspired by the true events of one of France's most notorious non-violent robbers, Bruno Sulak, in the 1980s. He led multiple heists, then captured public attention for his many daring escapes from police custody...always to reunite with his beloved lover and accomplice Annie, becoming both France's Public Enemy #1 and an icon of Freedom.",2024-11-01,642.99,6.6,47.0
889737,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",2024-10-01,630.628,5.6,1549.0
1100856,Whisper of the Witch,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",2024-06-13,631.816,5.4,7.0
976734,Canary Black,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",2024-10-10,575.509,6.3,226.0
1124641,Classified,"Operating alone in the field for more than 20 years, a CIA hitman uses the ""Help Wanted"" section of the newspapers to get his orders from the Agency. His long-lost daughter, now a UK MI6 analyst, tracks him down to deliver shocking news: his CIA boss has been dead for years and the division long since shut down. Together, they set out to discover whose orders he's been executing.",2024-09-19,863.517,5.3,41.0
1094974,Take Cover,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,2024-10-04,549.919,7.0,52.0
1331375,Dominique,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",2024-10-11,525.019,7.2,37.0
1029235,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",2024-09-27,496.764,6.138,123.0
1371727,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",2024-10-16,501.978,7.4,87.0
1214484,Let Go,A jaded mother makes a last-ditch effort to keep her family together by taking them on a trip to their teenage daughter’s pole dancing competition.,2024-11-01,461.147,8.1,131.0
1287717,Do Not Enter,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",2024-08-06,429.625,7.5,62.0
1328814,Amityville: Where the Echo Lives,"When paranormal investigator Heather West receives a call from a terrified woman who claims her house is inhabited by a ghost, she discovers the building has a horrifying history. After a presence from beyond our world reaches out to her, Heather begins to feel a pull to the other side of the spirit plane. Can this hunter of specters deliver an innocent soul to a place of peace and discover an eternal truth in time to save her own life?",2024-10-28,428.314,6.1,5.0
173705,Female Teacher: In Front of the Students,"The lovely Reiko has taken a new teaching job at a creepy old high school.  She is an extremely attractive woman and the young students in her class have fallen for her.  One night, after tennis practice, she is brutally assaulted in the locker room shower by a man with a stocking over his face.  Left on the floor naked and in shock, she discovers a single puzzle piece left behind by the crazed man.  A few days later, a pair of students enact a perverted sexual revenge on Reiko for kicking someone off the tennis team.  Could one of these students be the man who brutalized her in the locker room?  Who owns the strange puzzle piece?  As the mystery unfolds, Reiko must come to terms with her own sexual urges and fate.",1982-04-09,391.984,7.0,14.0
1125510,The Platform 2,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",2024-09-27,409.857,5.661,835.0
402431,Wicked,"Elphaba, an ostracized but defiant girl born with green skin, and Glinda, a privileged aristocrat born popular, become extremely unlikely friends in the magical Land of Oz. As the two girls struggle with their opposing personalities, their friendship is tested as both begin to fulfill their destinies as Glinda the Good and The Wicked Witch of the West.",2024-11-20,430.536,7.5,11.0
947891,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",2024-09-13,415.732,6.755,102.0
1241982,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",2024-11-27,383.679,0.0,0.0
269509,The Canterville Ghost,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",2023-09-22,384.037,6.6,21.0
827931,Time Cut,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",2024-10-29,362.116,5.626,278.0
1159311,My Hero Academia: You're Next,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",2024-08-02,354.196,6.9,50.0
1104171,Meet Me Next Christmas,"On a quest to meet the man of her dreams, a hopeless romantic races across New York City to find a ticket to a sold-out Pentatonix Christmas concert.",2024-11-05,303.057,6.3,83.0
726139,Project Silence,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",2024-07-11,295.428,7.0,218.0
823219,Flow,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",2024-08-29,345.015,8.6,223.0
482600,Japanese Mom,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",2017-02-09,334.059,6.1,26.0
978796,Bagman,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",2024-09-20,338.184,6.4,72.0
1182047,The Apprentice,"A young Donald Trump, eager to make his name as a hungry scion of a wealthy family in 1970s New York, comes under the spell of Roy Cohn, the cutthroat attorney who would help create the Donald Trump we know today. Cohn sees in Trump the perfect protégé—someone with raw ambition, a hunger for success, and a willingness to do whatever it takes to win.",2024-10-09,256.416,7.0,217.0
1144962,Transmorphers: Mech Beasts,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",2023-06-09,290.929,5.4,29.0
824003,Diabolik - Who Are You?,"Captured by a ruthless gang of bank robbers, foes Diabolik and Ginko find themselves facing certain death. While Eva Kant and Altea forge an unlikely alliance to rescue their lovers, Diabolik reveals his mysterious past to the Inspector.",2023-11-30,284.739,6.3,100.0
1151949,The Shadow Strays,"Skilled in the art of killing, a young assassin defies her mentor to save a boy from a ruthless crime syndicate — and she'll destroy anyone in her path.",2024-09-10,290.03,7.4,138.0
1354627,SpongeBob Squarepants: Kreepaway Kamp,"While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",2024-10-10,304.055,7.3,53.0
592831,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",2024-09-25,287.655,5.6,417.0
814889,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",2024-09-18,272.908,6.181,193.0
1047373,The Silent Hour,"While working a case as an interpreter, a hearing-impaired police detective must confront a group of criminals trying to eliminate a deaf murder witness in her apartment building.",2024-10-03,230.546,6.4,57.0
588648,Dragonkeeper,"Set in Han Imperial China, the plot follows the adventures of enslaved girl Ping with ancient dragon Long Danzi. Dragons had been banished from the kingdom. Ping, an orphan, finds one of the last remaining dragon eggs. Palace guards force Ping to run away in order to return the dragon egg to the ocean and save all dragons from extinction. Ping discovers that she is a true Dragonkeeper.",2024-04-11,274.401,7.404,130.0
1244492,Look Back,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",2024-06-28,256.695,7.932,103.0
1064028,Subservience,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",2024-08-15,214.704,6.7,246.0
783110,Smugglers,"Two women are unexpectedly caught up in a high-stakes smuggling scheme in a small, peaceful village by the sea in the 1970s.",2023-07-26,215.068,6.6,47.0
259872,Skin. Like. Sun.,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",2010-02-19,328.936,6.5,20.0
1140648,Double Blind,"After an experimental drug trial goes awry, the test subjects face a terrifying side effect: if you fall asleep you die. Trapped in an isolated facility, panic ensues as they try to escape and somehow stay awake.",2024-02-09,236.789,5.723,74.0
1371540,Umjolo: The Gone Girl,"The story of a young woman who is on top of the world when she gets engaged to her perfect boyfriend, until a doctor's appointment changes everything.",2024-11-08,156.642,6.2,6.0
1631,A Real Young Girl,"Bored and restless, Alice spends much of her time lusting after Jim, a local sawmill worker. When not lusting after him, Alice fills the hours with such pursuits as writing her name on a mirror with vaginal secretions and wandering the fields with her underwear around her ankles. And, in true teenaged tradition, she spends a lot of time writing in her diary.",1976-01-01,218.601,5.4,114.0
1329336,The Bad Guys: Haunted Heist,The crafty Bad Guys crew embarks on a high-stakes Halloween heist to swipe a priceless amulet from a spooky mansion. What could go wrong?,2024-10-02,224.883,7.207,82.0
1292359,"Hello, Love, Again","Five years on from when Joy said goodbye to Ethan and Hong Kong to pursue her dreams in Canada. After fighting for their love to conquer the time, distance and a global shutdown that kept them apart, Joy and Ethan meet again in Canada but realize that they have also changed a lot, individually.",2024-11-13,235.858,0.0,0.0
1153291,Private call,"A mysterious phone call will change the life of the writer Valentino Lombardi and his family. He will be violently harassed by a psychopath who will play the bloodiest and most macabre horror story with him. But that's not all, for years he has studied it and will take revenge by torturing anyone who meddles. They must fight to survive and face such an atrocity. Who is it? And what do you want?",2023-07-11,202.032,0.0,0.0
1075676,Uprising,"In the Joseon Dynasty, two friends who grew up together — one the master and one the servant — reunite post-war as enemies on opposing sides.",2024-10-02,193.91,7.3,91.0
1079485,Winnie-the-Pooh: Blood and Honey 2,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",2024-03-26,242.625,6.188,271.0
1255208,Bag of Lies,"Desperate to save his dying wife, Matt turns to The Bag, an ancient relic with dark magic. The cure demands a chilling ritual and strict rules. As his wife heals, Matt's sanity unravels, facing terrifying consequences.",2024-03-29,237.813,6.0,25.0
1145491,Operation Black Ops,"A group of mercenaries are hired to overthrow a Neo-Nazi stronghold nestled deep in the heart of Texas, only to discover they are protecting nuclear codes that could ignite World War III.",2023-07-11,209.914,5.9,36.0
1087822,Hellboy: The Crooked Man,"Hellboy and a rookie BPRD agent get stranded in 1950s rural Appalachia. There, they discover a small community haunted by witches, led by a local devil with a troubling connection to Hellboy's past: the Crooked Man.",2024-08-29,211.346,5.3,273.0
1147710,Hijack 1971,"Pilots Tae-in and Gyu-sik are set to fly to Gimpo. Under the guidance of flight attendant Ok-soon, passengers are busy boarding. However, shortly after takeoff, a homemade bomb explodes, turning the cabin into chaos.",2024-06-21,214.266,6.1,71.0
1357459,Tatsulok: Tatlo Magkasalo,"Story about a happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife.",2024-10-11,230.825,6.2,4.0
1041317,Battle for the Western Front,"Inspired by Canuck WWI flying ace Billy Bishop, two young soldiers crash the front lines in August 1918. With the Allies detained, their platoon must desperately hold out alongside legendary Anishinaabe sniper Francis ""Peggy"" Pegahmagabow.",2022-10-06,299.473,3.2,3.0
1160018,Kill,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on himself in a death-defying kill-spree to save those around him — turning what should have been a typical commute into an adrenaline-fueled thrill ride.",2024-07-03,192.201,7.2,236.0
1069387,Pedro Páramo,"A man searches for his father, Pedro Páramo, in a town doomed by violence and the fury of a frustrated love.",2024-09-12,182.798,6.4,32.0
697251,Temptation of Mother-in-Law,"After graduating from the prestigious college, the youngest conglomerate is promoted to a handsome appearance. However, at the drinking place with his old friend, Moo-Hyuk, Han-Yong notices a drink without hesitation. As if frustrated, Moo-hyeok asked why he wanted to marry his six-year-old girlfriend, Wisdom, but was struggling with her attitude of not showing her parents. That night, Han Yong received a promotion from Wisdom and asked for a complimentary ceremony, saying that she wants to get married stably now. . And even if you look at the place of Sang-yeon, you'll find Yeon-ji, the eldest daughter of her own age. Will increase. And one day, on a business trip of wisdom, what will Han Yong choose for a sudden visit by a drunken mother-in-law?",2019-02-22,120.936,4.5,2.0
1280655,VIRGO,Three young people recall the story of how they got into trouble.,2021-04-14,182.076,9.5,1.0
1215162,Kill 'em All 2,"Phillip and Suzanne are retired from the spy game, living peacefully off the grid. That's until their whereabouts are discovered by Vlad, the vengeful brother of their target from the first film.",2024-09-24,188.673,6.7,121.0
1249532,Rippy,"Young police officer Maddy is determined to live up to her deceased father's legacy. Her courage is put to the test when locals are found brutally ripped to shreds by the zombie kangaroo. As the undead beast leaves a trail of carnage, Maddy, with the help of her eccentric Uncle Schmitty and resilient Aunt Donna, must embark on a high-stakes battle to save the town.",2024-10-25,183.855,4.7,19.0
231001,All Hallows' Eve,"While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag. The tape features three tales of terror, all linked together by a murderous clown.",2013-10-29,184.16,5.673,506.0
1306764,Outside,"A family retreats to an isolated farm during a zombie outbreak, but years of painful secrets take a toll as they navigate their desolate world.",2024-10-17,192.059,5.9,101.0
791042,Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",2024-11-01,273.714,5.7,12.0
587727,Busty Girlfriend,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",2019-03-08,203.996,6.955,11.0
507241,The Killer's Game,"When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late.",2024-09-12,189.351,6.5,92.0
1252457,Vijay 69,"An adventurous, foul-mouthed former swimming coach reaches for record-breaking glory when he attempts a triathlon at 69 years old.",2024-11-08,136.796,7.6,10.0
826510,Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",2024-07-31,218.86,6.987,186.0
1059264,The Inseparables,"The animated buddy movie follows the misadventures of Don, a runaway puppet with boundless imaginations, and DJ Doggy Dog, an abandoned plush looking for a friend, who cross paths in Central Park and team up against all odds for a epic friendship adventure in New York.",2023-09-01,194.989,6.5,34.0
939243,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",2024-12-19,178.027,0.0,0.0
1210794,Trouble,"Wrongfully convicted of murder, a clumsy electronics salesman faces police corruption and criminal conspiracies in an attempt to prove his innocence.",2024-10-02,151.261,6.819,116.0
1042657,Latency,"When professional gamer Hana, who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind – or controlling it.",2024-06-14,175.772,5.5,30.0
929563,Big City Greens the Movie: Spacecation,"When thrill-seeker Cricket tricks his family into taking a ""road trip"" in space, chaos in the cosmos quickly ensues. Despite growing frustrations between Cricket and his dad, Bill, the two must learn to appreciate each other's unique perspectives in order to prevent Big City from being destroyed by an interstellar disaster.",2024-06-06,190.875,7.9,19.0
179387,Heavenly Touch,"Jonard is having trouble making ends meet. His mother is suffering from depression, and he and his sister are forced to quit school in order to take care of her. One day, Jonard meets up his friend Rodel, and Rodel introduces him to the world of massage parlors. Rodel teaches him massage, and brings him to Heavenly Touch, a syndicate-run massage parlor that mostly caters to homosexuals.",2009-05-12,250.855,6.31,21.0
975022,You're Killing Me,"Eden goes to a coveted 'Heaven and Hell' party, hoping to get a letter of recommendation to an elite university from the wealthy parents of her classmate, but the party quickly turns into a fight for her life.",2023-04-07,170.257,5.9,30.0
464026,Let's Go To Rose Motel,"Seong-soo hasn't had any physical contact with his girlfriend yet after 6 months of being together so he's always excited to see her. One day, Seong-soo succeeds in getting Min-ae into Rose Motel. When he is about to shower, Seong-soo discovers a small hole in the wall leading to the next room and watches the couple next door having intercourse. Seong-soo continues to watch out of curiosity but realizes he just watched celebrity Sara giving sexual favors to a big shot politician...",2013-08-14,246.302,4.0,1.0
575265,Mission: Impossible - The Final Reckoning,"After escaping a calamitous train crash, Ethan realizes The Entity is stashed aboard an old Russian submarine, but a foe from his past named Gabriel is also on the trail.",2025-05-21,152.608,0.0,0.0
1100099,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",2024-10-10,169.124,8.0,45.0
567811,10 Lives,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",2024-04-18,168.671,8.1,133.0
1156593,Culpa Tuya,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,2024-12-26,154.806,0.0,0.0
